day_of_week,date,nb_customers_on_day,open,promotion,school_holiday,state_holiday_a,state_holiday_b,state_holiday_c,predictions
4,2014,0,0,0,0,True,False,False,0.0
4,2015,555,1,0,0,False,False,False,5159.706615530703
6,2015,258,1,0,0,False,False,False,2355.48932090132
7,2015,875,1,0,0,False,False,False,7295.072924603172
1,2013,700,1,0,0,False,False,False,5906.855107089218
2,2015,1126,1,0,0,False,False,False,8236.465
3,2014,713,1,1,0,False,False,False,7260.449650323558
1,2013,697,1,0,0,False,False,False,5706.646489399488
1,2014,449,1,0,0,False,False,False,4603.153042808897
4,2013,0,0,0,0,True,False,False,0.0
3,2013,431,1,0,1,False,False,False,4610.343148809524
3,2015,539,1,1,0,False,False,False,6483.290198656739
5,2014,1250,1,1,0,False,False,False,10594.755595238095
4,2013,610,1,0,0,False,False,False,5746.561497223364
3,2013,523,1,0,0,False,False,False,4678.528664756089
5,2013,583,1,0,1,False,False,False,4956.046516039516
7,2015,0,0,0,0,False,False,False,0.0
5,2014,674,1,1,0,False,False,False,6742.338360979782
2,2013,855,1,1,0,False,False,False,8578.710017424884
4,2015,0,0,1,0,True,False,False,0.0
4,2014,923,1,1,0,False,False,False,8603.064207528581
4,2015,548,1,1,0,False,False,False,5808.398579877053
1,2014,600,1,1,0,False,False,False,7839.667826156469
6,2013,1044,1,0,0,False,False,False,9065.944197986653
3,2015,447,1,0,0,False,False,False,4350.248932345432
7,2014,0,0,0,0,False,False,False,0.0
2,2014,660,1,0,0,False,False,False,5914.873331588452
6,2014,323,1,0,0,False,False,False,2812.599340832033
3,2015,617,1,1,0,False,False,False,7040.456440120779
4,2015,0,0,0,1,True,False,False,0.0
2,2013,449,1,0,0,False,False,False,4574.23549785029
5,2013,1150,1,0,0,False,False,False,10047.8475
3,2013,524,1,0,0,False,False,False,4657.740043911154
6,2015,483,1,0,0,False,False,False,4632.7048116451015
4,2015,560,1,1,0,False,False,False,5679.627010667723
4,2013,637,1,1,0,False,False,False,6594.072452335036
3,2013,0,0,1,0,True,False,False,0.0
1,2014,583,1,0,0,False,False,False,4783.777306506099
1,2013,692,1,0,0,False,False,False,6012.660348013098
4,2014,390,1,0,0,False,False,False,3862.3422917039097
1,2015,962,1,1,0,False,False,False,10682.484523071442
3,2013,587,1,1,0,False,False,False,6189.900902300634
5,2014,592,1,0,1,False,False,False,5299.049153776778
2,2014,584,1,0,1,False,False,False,5748.490593406593
2,2014,570,1,1,0,False,False,False,7109.74053139091
3,2014,1056,1,1,0,False,False,False,8906.853986291484
7,2014,0,0,0,0,False,False,False,0.0
3,2015,605,1,0,0,False,False,False,5612.2630541125545
1,2014,579,1,1,1,False,False,False,7337.602158730158
1,2015,406,1,0,0,False,False,False,4138.004111000111
7,2013,0,0,0,0,False,False,False,0.0
1,2015,478,1,0,0,False,False,False,4980.748170634922
5,2015,1622,1,0,0,False,False,False,12279.743333333336
1,2013,792,1,1,0,False,False,False,8448.186553132095
4,2013,458,1,0,1,False,False,False,4331.027091293337
6,2014,468,1,0,0,False,False,False,4470.423524066895
7,2015,0,0,0,0,False,False,False,0.0
5,2014,0,0,1,1,False,True,False,0.0
2,2013,282,1,1,0,False,False,False,3863.072666666666
5,2013,1431,1,0,0,False,False,False,12941.694999999998
5,2013,482,1,1,0,False,False,False,5258.12479004329
4,2015,741,1,1,0,False,False,False,7682.907104700859
4,2015,3214,1,0,0,False,False,False,16582.870666666666
1,2013,775,1,0,0,False,False,False,7076.781119506019
5,2014,521,1,0,0,False,False,False,4474.015503968252
1,2014,839,1,0,0,False,False,False,6896.903775951173
6,2014,979,1,0,0,False,False,False,8361.252492792592
2,2015,1074,1,0,0,False,False,False,7743.917305555556
1,2014,880,1,1,0,False,False,False,9139.618879581205
7,2014,0,0,0,0,False,False,False,0.0
6,2014,341,1,0,0,False,False,False,3299.7929160127114
3,2015,555,1,0,0,False,False,False,5328.676692501544
5,2013,560,1,1,0,False,False,False,5903.266492665557
1,2013,950,1,1,0,False,False,False,8965.273590007218
2,2013,592,1,0,0,False,False,False,5143.209046823948
3,2015,391,1,0,0,False,False,False,3627.9851085858572
6,2013,757,1,0,0,False,False,False,7444.8186801733655
1,2015,451,1,0,0,False,False,False,4629.593460761462
4,2014,592,1,1,1,False,False,False,6381.585396012486
4,2013,671,1,1,0,False,False,False,6550.659470722625
2,2013,800,1,0,0,False,False,False,5750.611185286935
6,2014,292,1,0,0,False,False,False,2628.8395367689272
2,2015,1010,1,1,0,False,False,False,9347.825525252529
1,2014,1341,1,1,1,False,False,False,12591.09219047619
5,2015,604,1,0,0,False,False,False,6413.452199445979
7,2013,0,0,0,0,False,False,False,0.0
5,2014,911,1,1,0,False,False,False,7914.381750778637
7,2013,0,0,0,0,False,False,False,0.0
6,2015,270,1,0,0,False,False,False,2505.8910472123684
2,2014,497,1,0,0,False,False,False,4532.506669997919
6,2014,786,1,0,0,False,False,False,7019.13065635295
3,2013,3077,1,0,0,False,False,False,17701.46
6,2014,922,1,0,0,False,False,False,7468.207461086963
6,2014,876,1,0,0,False,False,False,7223.68633673516
5,2013,1394,1,1,0,False,False,False,11044.145654761904
7,2014,0,0,0,0,False,False,False,0.0
3,2013,720,1,1,1,False,False,False,6691.784960317463
4,2014,0,0,1,1,False,False,False,0.0
3,2013,564,1,0,0,False,False,False,5517.599452086657
2,2014,622,1,1,0,False,False,False,6516.279435935572
1,2013,802,1,1,1,False,False,False,7983.211939393842
5,2013,534,1,0,0,False,False,False,4923.688448514837
2,2013,1280,1,1,1,False,False,False,11081.165892676769
7,2013,0,0,0,0,False,False,False,0.0
5,2015,658,1,1,0,False,False,False,6932.181169328175
3,2015,503,1,1,0,False,False,False,5642.2168155047575
6,2015,401,1,0,0,False,False,False,3946.1899956713146
7,2014,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
2,2015,608,1,0,0,False,False,False,5466.772637987012
4,2015,0,0,0,0,True,False,False,0.0
4,2015,919,1,1,0,False,False,False,9454.050547619048
6,2014,314,1,0,0,False,False,False,2915.2295739320275
5,2014,1279,1,0,0,False,False,False,10245.576789682544
4,2013,1491,1,0,0,False,False,False,10855.268333333333
4,2015,494,1,0,1,False,False,False,4193.28406367244
3,2013,934,1,1,0,False,False,False,8433.853842296016
1,2014,700,1,0,0,False,False,False,5758.063587048123
2,2013,429,1,0,0,False,False,False,3751.682478047709
5,2013,679,1,0,0,False,False,False,5844.329193743991
3,2013,793,1,0,1,False,False,False,6644.2724761904765
2,2014,896,1,1,0,False,False,False,9010.164141325997
4,2013,1150,1,1,0,False,False,False,8869.148254320244
6,2013,158,1,0,0,False,False,False,1429.2463079143074
6,2013,634,1,0,0,False,False,False,6104.641458266728
2,2013,1349,1,0,0,False,False,False,9871.940769841269
2,2014,694,1,1,0,False,False,False,7494.144884547605
5,2015,1302,1,1,0,False,False,False,13763.463
5,2014,852,1,1,1,False,False,False,8742.119718253967
7,2014,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
1,2013,386,1,0,1,False,False,False,3613.909111111111
7,2015,0,0,0,0,False,False,False,0.0
1,2014,569,1,0,0,False,False,False,4810.929324397329
3,2013,441,1,0,0,False,False,False,3949.780511941276
2,2015,458,1,0,1,False,False,False,3984.178523809524
6,2014,533,1,0,0,False,False,False,5226.696494237795
2,2014,1005,1,1,0,False,False,False,9425.586937566399
1,2013,865,1,1,0,False,False,False,9055.46941403531
6,2013,319,1,0,0,False,False,False,3060.694955770737
5,2015,837,1,1,0,False,False,False,10121.103611950139
5,2014,0,0,0,1,False,False,True,0.0
7,2014,0,0,0,0,False,False,False,0.0
2,2013,616,1,1,1,False,False,False,6287.718421855923
1,2013,0,0,0,1,False,True,False,0.0
5,2013,451,1,0,0,False,False,False,4132.168611999113
7,2013,0,0,0,0,False,False,False,0.0
2,2014,850,1,0,1,False,False,False,5909.934500000002
2,2013,1081,1,1,0,False,False,False,10498.990869047619
6,2014,353,1,0,0,False,False,False,3344.9571733020175
3,2014,462,1,0,0,False,False,False,4059.0171768550485
5,2013,656,1,1,1,False,False,False,6323.7733333333335
2,2013,367,1,0,0,False,False,False,3559.589613852263
7,2014,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
4,2014,702,1,0,0,False,False,False,6215.657071142382
4,2014,949,1,0,1,False,False,False,7990.201238095237
3,2013,848,1,1,1,False,False,False,8244.703321428573
1,2014,589,1,0,0,False,False,False,5023.220629942598
1,2014,555,1,0,1,False,False,False,4770.454710317459
2,2014,1437,1,0,0,False,False,False,10384.525000000001
2,2015,649,1,1,1,False,False,False,6498.325166666665
5,2013,816,1,0,1,False,False,False,6339.594456349204
7,2013,0,0,0,0,False,False,False,0.0
2,2014,657,1,0,0,False,False,False,5537.301602264064
1,2013,674,1,1,1,False,False,False,8866.339714285716
4,2013,1020,1,0,1,False,False,False,6847.2711666666655
3,2014,700,1,1,0,False,False,False,7367.005588306701
5,2014,767,1,0,0,False,False,False,6587.51860323676
6,2015,509,1,0,0,False,False,False,5078.025337864092
7,2014,0,0,0,1,False,False,False,0.0
6,2013,270,1,0,0,False,False,False,2418.045596072012
7,2014,0,0,0,0,False,False,False,0.0
5,2015,521,1,0,0,False,False,False,4751.915477633478
7,2013,0,0,0,0,False,False,False,0.0
4,2013,411,1,0,1,False,False,False,4459.265380952382
6,2013,632,1,0,0,False,False,False,6026.722808512561
4,2014,384,1,0,0,False,False,False,3421.485867243869
3,2014,497,1,0,1,False,False,False,4912.769007936506
5,2013,828,1,0,1,False,False,False,6001.076015873015
1,2015,586,1,0,0,False,False,False,5661.968551587304
3,2015,906,1,1,0,False,False,False,9284.85006673882
7,2013,0,0,0,0,False,False,False,0.0
6,2014,1089,1,0,0,False,False,False,8180.125136363636
7,2015,0,0,0,0,False,False,False,0.0
1,2013,592,1,0,0,False,False,False,5475.510799753938
2,2014,1124,1,1,1,False,False,False,11634.33107142857
2,2015,791,1,1,0,False,False,False,8568.679956640835
1,2013,877,1,1,1,False,False,False,9811.775250624372
6,2013,575,1,0,0,False,False,False,5502.4455693582295
7,2014,0,0,0,0,False,False,False,0.0
2,2013,746,1,0,1,False,False,False,5300.89626800977
6,2013,529,1,0,0,False,False,False,4991.258186090392
3,2013,639,1,1,0,False,False,False,6561.797933115143
1,2014,1436,1,1,1,False,False,False,13630.513547619046
2,2014,417,1,0,0,False,False,False,4862.347711899212
3,2015,523,1,0,0,False,False,False,4991.068887933036
2,2013,2277,1,0,0,False,False,False,13662.43
6,2014,530,1,0,0,False,False,False,5194.602965038599
2,2015,596,1,1,0,False,False,False,7173.262163170651
7,2015,0,0,0,0,False,False,False,0.0
5,2013,823,1,1,0,False,False,False,7769.332548851612
6,2013,623,1,0,0,False,False,False,6022.659372758292
3,2014,1007,1,0,0,False,False,False,7777.140857142857
4,2014,387,1,1,1,False,False,False,3485.2999999999993
2,2013,668,1,1,0,False,False,False,7473.734259645878
5,2013,544,1,1,0,False,False,False,5485.725401952575
7,2015,0,0,0,0,False,False,False,0.0
5,2015,388,1,0,0,False,False,False,3934.3051840659336
4,2013,0,0,0,1,False,False,True,0.0
1,2013,409,1,0,1,False,False,False,3455.6321428571428
4,2013,678,1,1,0,False,False,False,7041.335252831616
7,2015,0,0,0,1,False,False,False,0.0
1,2014,1194,1,1,0,False,False,False,12623.311993867244
1,2014,438,1,1,0,False,False,False,5005.790833333334
7,2014,0,0,0,0,False,False,False,0.0
2,2014,991,1,1,0,False,False,False,9563.22717818293
2,2013,706,1,1,0,False,False,False,7012.979693510275
1,2015,578,1,1,1,False,False,False,6680.043793650793
4,2014,496,1,1,0,False,False,False,5320.961825568143
1,2013,1070,1,1,1,False,False,False,10860.513988872242
1,2013,244,1,0,0,False,False,False,2671.323976190476
3,2015,595,1,0,1,False,False,False,5536.358698412698
6,2013,265,1,0,0,False,False,False,2386.964484598003
5,2013,861,1,1,0,False,False,False,8042.330536198539
4,2014,806,1,1,0,False,False,False,8199.58956726607
3,2013,713,1,1,0,False,False,False,6682.036141386388
7,2015,0,0,0,0,False,False,False,0.0
2,2013,1410,1,0,1,False,False,False,8686.333999999999
2,2013,488,1,1,0,False,False,False,5008.034503191254
1,2013,800,1,1,1,False,False,False,8216.330992063493
5,2014,597,1,1,0,False,False,False,5656.177418506459
4,2015,693,1,1,1,False,False,False,6915.885928571427
6,2015,499,1,0,0,False,False,False,4603.480838030788
6,2014,996,1,0,0,False,False,False,7964.696141580643
4,2014,376,1,1,0,False,False,False,4284.713971861471
6,2013,357,1,0,0,False,False,False,3323.6503006271105
5,2013,795,1,0,0,False,False,False,7163.809755273322
3,2014,414,1,0,0,False,False,False,3973.2718472946895
6,2013,528,1,0,0,False,False,False,5094.796588281383
1,2015,603,1,1,0,False,False,False,7071.731788546308
4,2013,377,1,0,0,False,False,False,3525.7341677766685
6,2014,396,1,0,0,False,False,False,3853.606938602818
1,2013,474,1,0,0,False,False,False,4448.5932963492305
6,2013,276,1,0,0,False,False,False,2579.1262728728548
7,2015,2626,1,0,0,False,False,False,11477.45
5,2013,661,1,1,0,False,False,False,6069.879046326122
5,2015,1388,1,0,0,False,False,False,10888.150249999997
5,2014,625,1,0,1,False,False,False,5640.7067492785
4,2013,491,1,0,1,False,False,False,3978.082673520924
2,2013,1495,1,1,0,False,False,False,14994.327666666664
2,2015,598,1,0,0,False,False,False,5360.516335326567
5,2014,2310,1,0,0,False,False,False,14083.813999999998
5,2015,527,1,0,0,False,False,False,4890.155655372405
4,2013,593,1,0,0,False,False,False,5439.683378386319
1,2015,757,1,1,0,False,False,False,8463.160606782107
1,2014,673,1,1,1,False,False,False,7287.862503607504
6,2013,282,1,0,0,False,False,False,2647.818397985614
6,2015,762,1,0,0,False,False,False,7561.562372612123
5,2015,501,1,0,0,False,False,False,5311.173663246982
7,2014,0,0,0,0,False,False,False,0.0
3,2013,602,1,1,0,False,False,False,5890.8493953972475
3,2014,405,1,0,0,False,False,False,4248.873031925839
4,2014,1017,1,1,0,False,False,False,10267.112210317458
1,2015,850,1,1,1,False,False,False,10281.47557803308
3,2014,448,1,0,1,False,False,False,4463.591926955398
4,2013,356,1,0,1,False,False,False,3157.9726590909095
7,2014,0,0,0,0,False,False,False,0.0
3,2013,558,1,0,1,False,False,False,5227.345611111112
5,2014,461,1,1,0,False,False,False,4830.166150793652
3,2013,518,1,1,0,False,False,False,5388.073812098985
4,2015,207,1,0,1,False,False,False,1864.805
5,2013,1369,1,1,0,False,False,False,10831.179416666666
6,2013,485,1,0,1,False,False,False,5565.6448244729
3,2013,463,1,1,0,False,False,False,4991.5363106648265
4,2013,619,1,0,0,False,False,False,5415.799897619365
4,2013,807,1,1,0,False,False,False,7432.645592730125
2,2013,428,1,0,0,False,False,False,4046.147614453269
2,2014,1548,1,1,0,False,False,False,13384.374190476192
6,2015,606,1,0,0,False,False,False,6371.812758108866
5,2015,644,1,0,0,False,False,False,5666.486528888596
5,2015,416,1,0,0,False,False,False,4514.674604766966
4,2014,859,1,1,0,False,False,False,7783.117697372075
7,2013,0,0,0,0,False,False,False,0.0
6,2014,995,1,0,0,False,False,False,8013.556891377002
1,2014,662,1,0,0,False,False,False,5811.937946307763
4,2013,0,0,0,0,True,False,False,0.0
3,2015,740,1,1,0,False,False,False,7686.420207209458
6,2014,386,1,0,0,False,False,False,3645.4783883143127
6,2014,603,1,0,0,False,False,False,5854.897794148004
5,2013,805,1,1,0,False,False,False,7557.071138762596
5,2013,862,1,0,1,False,False,False,6839.271825396825
3,2013,1139,1,1,0,False,False,False,9424.754747921199
3,2013,307,1,1,0,False,False,False,3532.485714285715
3,2015,775,1,1,0,False,False,False,8125.283999934392
2,2013,909,1,1,0,False,False,False,8822.550563093615
3,2013,710,1,1,0,False,False,False,7265.607952716427
7,2015,0,0,0,0,False,False,False,0.0
2,2015,1108,1,1,1,False,False,False,11425.762785714285
6,2014,1011,1,0,0,False,False,False,8098.965874156587
7,2015,0,0,0,0,False,False,False,0.0
2,2013,552,1,1,0,False,False,False,6181.376615171379
5,2013,571,1,0,0,False,False,False,5074.425435154112
4,2013,631,1,1,0,False,False,False,6106.764578990251
7,2013,0,0,0,0,False,False,False,0.0
2,2014,669,1,1,0,False,False,False,7682.842830548578
2,2013,0,0,0,0,False,False,False,0.0
3,2014,904,1,1,0,False,False,False,7891.522770420754
3,2014,538,1,1,1,False,False,False,5174.008317460319
5,2013,342,1,0,0,False,False,False,3298.225093073594
3,2014,479,1,0,0,False,False,False,4432.5991282478
2,2013,772,1,1,0,False,False,False,7461.725049323526
2,2014,1124,1,1,0,False,False,False,10795.998173181393
1,2013,334,1,1,1,False,False,False,4579.713500000001
7,2015,0,0,0,0,False,False,False,0.0
5,2015,595,1,0,1,False,False,False,4972.291748556998
1,2015,1306,1,1,0,False,False,False,12489.572722222223
1,2013,665,1,0,1,False,False,False,6253.116376984128
4,2013,635,1,0,0,False,False,False,5591.282047146725
7,2015,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
1,2014,375,1,0,0,False,False,False,3601.0587363747363
7,2013,0,0,0,0,False,False,False,0.0
5,2013,1481,1,1,0,False,False,False,11484.403571428573
3,2013,712,1,0,0,False,False,False,5269.576933127932
2,2013,523,1,1,0,False,False,False,5819.402873082813
5,2014,453,1,1,1,False,False,False,5591.0488922916165
5,2013,805,1,0,0,False,False,False,6212.592652403152
3,2014,940,1,1,0,False,False,False,7835.598963744588
5,2014,641,1,0,0,False,False,False,5651.351142701249
7,2014,0,0,0,0,False,False,False,0.0
5,2014,1235,1,0,0,False,False,False,9904.357
3,2015,408,1,0,0,False,False,False,4144.666687139313
2,2013,469,1,0,0,False,False,False,4273.6783731432315
1,2013,995,1,1,0,False,False,False,9458.267073007506
5,2013,538,1,0,1,False,False,False,6279.930511904763
6,2014,658,1,0,0,False,False,False,6275.447727926785
7,2014,0,0,0,0,False,False,False,0.0
1,2014,1754,1,1,0,False,False,False,20582.399333333335
7,2013,0,0,0,0,False,False,False,0.0
3,2015,1025,1,1,0,False,False,False,9667.492285977914
7,2015,0,0,0,0,False,False,False,0.0
3,2015,929,1,1,0,False,False,False,8807.059757936508
1,2015,853,1,1,0,False,False,False,8325.0848120476
4,2015,550,1,1,0,False,False,False,6061.489733905948
3,2015,1885,1,1,0,False,False,False,17112.41075
5,2015,862,1,1,1,False,False,False,9931.837035714285
6,2015,765,1,0,0,False,False,False,7946.594764436857
1,2014,674,1,0,0,False,False,False,6098.363082099917
2,2013,615,1,0,0,False,False,False,5146.808534284344
1,2013,791,1,0,0,False,False,False,6145.5952508569835
2,2013,421,1,1,0,False,False,False,5171.890660929143
5,2013,875,1,1,0,False,False,False,8697.300255355756
7,2013,0,0,0,0,False,False,False,0.0
3,2014,1738,1,1,0,False,False,False,13066.143333333335
6,2013,796,1,0,0,False,False,False,7107.178319233092
5,2013,750,1,1,0,False,False,False,7415.720632661471
1,2015,432,1,1,0,False,False,False,5102.070435064935
2,2014,724,1,1,1,False,False,False,7458.132869047619
7,2014,0,0,0,0,False,False,False,0.0
5,2014,355,1,1,0,False,False,False,4539.3300238095235
3,2014,866,1,1,0,False,False,False,8541.543433567953
2,2015,514,1,1,0,False,False,False,6656.48635660418
2,2014,757,1,1,1,False,False,False,8972.221188311689
1,2013,841,1,1,0,False,False,False,9690.966500316452
2,2015,1013,1,1,0,False,False,False,10001.399820512823
2,2013,715,1,1,0,False,False,False,7471.012690791712
3,2013,817,1,0,0,False,False,False,6285.276082112332
1,2015,661,1,0,0,False,False,False,6135.233323881483
7,2014,4652,1,0,0,False,False,False,29977.29
2,2015,902,1,0,1,False,False,False,7918.071444444446
2,2014,555,1,0,0,False,False,False,5130.028349273774
3,2014,436,1,1,0,False,False,False,4828.6374234931745
2,2013,312,1,0,0,False,False,False,3817.2116368353854
2,2013,815,1,0,0,False,False,False,5700.595142857143
1,2013,647,1,1,0,False,False,False,7215.187132197869
2,2013,1233,1,0,0,False,False,False,8173.665000000001
7,2013,0,0,0,0,False,False,False,0.0
3,2014,651,1,1,0,False,False,False,6641.255107949676
6,2013,641,1,0,0,False,False,False,6111.900953764895
2,2013,655,1,0,1,False,False,False,5238.8582384559895
4,2014,450,1,0,0,False,False,False,4195.146690603285
3,2015,637,1,0,1,False,False,False,8340.015214285715
1,2014,0,0,0,0,True,False,False,0.0
4,2014,1593,1,1,0,False,False,False,11522.62225
4,2014,1262,1,1,0,False,False,False,11035.875595238094
3,2013,688,1,1,1,False,False,False,7297.433154761903
1,2013,1624,1,1,1,False,False,False,13199.255166666668
7,2013,0,0,0,0,False,False,False,0.0
3,2015,1311,1,0,1,False,False,False,9266.044642857143
7,2014,0,0,0,0,False,False,False,0.0
3,2014,1200,1,1,0,False,False,False,9695.491722222223
4,2015,0,0,0,1,True,False,False,0.0
3,2013,475,1,1,0,False,False,False,5292.473263342046
7,2013,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
2,2014,783,1,1,0,False,False,False,7904.352605458699
2,2014,592,1,0,0,False,False,False,5311.832567074566
2,2014,515,1,1,0,False,False,False,6162.446982683983
5,2015,1304,1,1,0,False,False,False,9740.345833333333
6,2014,857,1,0,0,False,False,False,7505.3862913998055
2,2014,688,1,1,0,False,False,False,7973.166458642584
1,2015,437,1,1,1,False,False,False,7459.153333333333
1,2014,534,1,0,0,False,False,False,4842.151977536353
4,2015,802,1,1,0,False,False,False,8494.173642271
6,2013,348,1,0,0,False,False,False,3263.727086030305
1,2013,0,0,0,1,False,True,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
1,2013,704,1,1,1,False,False,False,7769.780327367078
1,2014,547,1,0,0,False,False,False,4627.161832833833
1,2013,912,1,0,0,False,False,False,6763.678765179265
4,2015,590,1,1,1,False,False,False,5881.214285714289
7,2015,0,0,0,0,False,False,False,0.0
3,2014,734,1,1,0,False,False,False,7656.925066992511
6,2014,437,1,0,0,False,False,False,4190.670943134525
4,2014,405,1,1,0,False,False,False,4675.283685703186
4,2014,0,0,0,1,False,False,True,0.0
2,2015,635,1,1,0,False,False,False,7069.159579669101
6,2015,405,1,0,0,False,False,False,4040.380338501425
7,2013,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
2,2014,917,1,1,0,False,False,False,8779.994386002887
3,2013,388,1,0,0,False,False,False,4120.038737956488
3,2014,1011,1,1,1,False,False,False,10574.377285714289
5,2013,886,1,0,1,False,False,False,7131.765933261183
3,2013,852,1,0,0,False,False,False,6655.691822566325
6,2015,601,1,0,0,False,False,False,5931.848434801213
4,2013,517,1,1,0,False,False,False,5553.789072885717
1,2014,453,1,0,0,False,False,False,4395.969893505824
1,2014,789,1,0,1,False,False,False,5939.752309523808
7,2014,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,1,False,False,False,0.0
7,2014,0,0,0,0,False,False,False,0.0
4,2014,418,1,1,0,False,False,False,4554.1059276398255
1,2014,509,1,0,0,False,False,False,4778.739505907405
4,2013,1612,1,0,0,False,False,False,11516.250841269837
5,2014,551,1,1,0,False,False,False,5507.247311637185
7,2013,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
7,2015,432,1,0,0,False,False,False,3551.6335988465353
1,2014,622,1,1,0,False,False,False,7911.477883100643
6,2013,733,1,0,0,False,False,False,6657.632426476342
3,2015,627,1,0,0,False,False,False,5810.919712093462
2,2014,970,1,0,0,False,False,False,7574.991333333335
3,2014,620,1,0,0,False,False,False,5286.300669899544
5,2014,633,1,1,0,False,False,False,6689.330905717666
7,2014,0,0,0,1,False,False,False,0.0
5,2013,795,1,0,0,False,False,False,7163.809755273322
5,2014,780,1,1,1,False,False,False,7334.7742246087255
6,2014,669,1,0,0,False,False,False,6881.60354134122
7,2015,0,0,0,0,False,False,False,0.0
2,2013,704,1,1,0,False,False,False,7064.952811043145
3,2014,519,1,0,0,False,False,False,5003.263391892897
6,2014,551,1,0,0,False,False,False,5322.392730941941
3,2015,805,1,1,0,False,False,False,8716.56326911977
1,2013,367,1,0,1,False,False,False,3846.899408313909
2,2015,598,1,1,1,False,False,False,7075.139710678211
4,2014,576,1,0,1,False,False,False,5028.553073537572
5,2014,948,1,1,0,False,False,False,7862.214690906316
2,2014,1155,1,1,0,False,False,False,11213.969347513603
3,2013,962,1,1,0,False,False,False,8893.698128835948
5,2013,725,1,0,1,False,False,False,7736.847630952379
4,2014,1076,1,0,1,False,False,False,8167.924
3,2015,664,1,0,0,False,False,False,5920.271138167387
5,2014,649,1,0,0,False,False,False,5835.5991470842455
7,2014,0,0,0,0,False,False,False,0.0
6,2014,457,1,0,0,False,False,False,4342.497703850971
4,2015,0,0,0,0,True,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
4,2013,735,1,1,1,False,False,False,7828.298154761903
6,2013,542,1,0,0,False,False,False,5350.391643080166
7,2014,0,0,0,0,False,False,False,0.0
5,2013,818,1,1,1,False,False,False,8000.553087662336
4,2013,348,1,1,0,False,False,False,3728.1755440115458
2,2013,525,1,0,0,False,False,False,4742.399478513732
7,2015,0,0,0,0,False,False,False,0.0
1,2015,736,1,1,0,False,False,False,7944.124797619047
3,2013,339,1,0,0,False,False,False,3662.7528155733157
3,2014,674,1,1,0,False,False,False,7511.185298680393
4,2014,710,1,1,0,False,False,False,6618.860738214913
1,2013,389,1,0,0,False,False,False,3721.14498757347
7,2013,0,0,0,0,False,False,False,0.0
2,2015,480,1,1,0,False,False,False,5989.823308917693
6,2013,380,1,0,0,False,False,False,3465.3376539364563
4,2015,816,1,0,0,False,False,False,7040.050571428572
4,2014,375,1,1,0,False,False,False,3663.9909731934736
4,2015,512,1,0,0,False,False,False,4774.360017414908
4,2014,1589,1,1,1,False,False,False,11616.212666666668
7,2015,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
4,2013,444,1,0,1,False,False,False,4433.639305555555
4,2014,930,1,0,1,False,False,False,11943.28410714286
7,2014,0,0,0,0,False,False,False,0.0
1,2015,318,1,0,0,False,False,False,3385.9637460317463
6,2014,399,1,0,0,False,False,False,3547.8587289454676
4,2013,925,1,0,1,False,False,False,8962.0575
5,2014,797,1,1,1,False,False,False,7437.8670515873
1,2014,1974,1,0,1,False,False,False,12987.84
5,2013,857,1,1,0,False,False,False,7940.519960219519
6,2015,442,1,0,0,False,False,False,4475.232790920363
5,2013,905,1,1,0,False,False,False,8831.754598698084
4,2015,1209,1,1,0,False,False,False,10642.817976190476
5,2015,480,1,1,0,False,False,False,5359.028283722765
2,2014,368,1,0,0,False,False,False,3511.7835311355307
4,2013,869,1,1,1,False,False,False,8919.030378787878
5,2013,926,1,1,1,False,False,False,7802.984571428573
7,2014,0,0,0,0,False,False,False,0.0
4,2014,765,1,0,0,False,False,False,5588.149532120657
4,2013,633,1,0,0,False,False,False,4768.195412698413
2,2015,626,1,1,1,False,False,False,5006.4161309523815
5,2014,693,1,1,0,False,False,False,6985.812340944348
6,2014,743,1,0,0,False,False,False,6965.087040450943
5,2015,980,1,1,0,False,False,False,9226.749513708513
4,2015,625,1,1,1,False,False,False,6115.397562409814
5,2013,548,1,0,0,False,False,False,5243.885901395708
1,2013,937,1,1,0,False,False,False,10786.238739530505
5,2015,933,1,1,0,False,False,False,8371.27854761905
1,2014,638,1,1,0,False,False,False,6727.705026776327
7,2015,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
4,2013,449,1,1,0,False,False,False,5268.018657731155
5,2014,455,1,0,0,False,False,False,4671.903672743922
2,2015,1103,1,1,1,False,False,False,11939.008333333335
7,2015,0,0,0,0,False,False,False,0.0
7,2014,0,0,0,0,False,False,False,0.0
6,2014,460,1,0,0,False,False,False,4211.6592808737305
7,2015,0,0,0,0,False,False,False,0.0
