day_of_week,date,nb_customers_on_day,open,promotion,school_holiday,state_holiday_a,state_holiday_b,state_holiday_c,predictions
1,2015,603,1,1,0,False,False,False,6935.505524235569
4,2013,377,1,0,0,False,False,False,3743.53836904762
6,2014,396,1,0,0,False,False,False,3909.1226794508284
1,2013,474,1,0,0,False,False,False,4627.679620945573
6,2013,276,1,0,0,False,False,False,2610.9901139410053
7,2015,2626,1,0,0,False,False,False,11813.04
5,2013,661,1,1,0,False,False,False,6288.382996592695
5,2015,1388,1,0,0,False,False,False,11283.382345238095
5,2014,625,1,0,1,False,False,False,5263.135702380952
4,2013,491,1,0,1,False,False,False,4170.088977915805
2,2013,1495,1,1,0,False,False,False,15773.483999999999
2,2015,598,1,0,0,False,False,False,5344.555207777517
5,2014,2310,1,0,0,False,False,False,14623.71
5,2015,527,1,0,0,False,False,False,4977.7167976190485
4,2013,593,1,0,0,False,False,False,5196.692812354312
1,2015,757,1,1,0,False,False,False,8575.714459373958
1,2014,673,1,1,1,False,False,False,7185.889187590185
6,2013,282,1,0,0,False,False,False,2544.429896466966
6,2015,762,1,0,0,False,False,False,7132.080984532454
5,2015,501,1,0,0,False,False,False,5379.602658890451
7,2014,0,0,0,0,False,False,False,0.0
3,2013,602,1,1,0,False,False,False,5940.467771552125
3,2014,405,1,0,0,False,False,False,4197.091339507809
4,2014,1017,1,1,0,False,False,False,10186.688367493618
1,2015,850,1,1,1,False,False,False,10223.955568181815
3,2014,448,1,0,1,False,False,False,4522.185066378067
4,2013,356,1,0,1,False,False,False,3091.2710238095237
7,2014,0,0,0,0,False,False,False,0.0
3,2013,558,1,0,1,False,False,False,5070.675364357865
5,2014,461,1,1,0,False,False,False,5458.445261904762
3,2013,518,1,1,0,False,False,False,5544.294893224983
4,2015,207,1,0,1,False,False,False,1974.7575
5,2013,1369,1,1,0,False,False,False,10966.301809523811
6,2013,485,1,0,1,False,False,False,5570.457872178897
3,2013,463,1,1,0,False,False,False,4931.354115416447
4,2013,619,1,0,0,False,False,False,5451.260868807682
4,2013,807,1,1,0,False,False,False,7220.056244777741
2,2013,428,1,0,0,False,False,False,4067.9293659810005
2,2014,1548,1,1,0,False,False,False,13376.85514285714
6,2015,606,1,0,0,False,False,False,6334.343746198245
5,2015,644,1,0,0,False,False,False,5433.378504689757
5,2015,416,1,0,0,False,False,False,4622.059319860696
4,2014,859,1,1,0,False,False,False,7684.794332001334
7,2013,0,0,0,0,False,False,False,0.0
6,2014,995,1,0,0,False,False,False,8148.90155586444
1,2014,662,1,0,0,False,False,False,5966.6266753884875
4,2013,0,0,0,0,True,False,False,0.0
3,2015,740,1,1,0,False,False,False,8157.291931096682
6,2014,386,1,0,0,False,False,False,3613.4704910902838
6,2014,603,1,0,0,False,False,False,5808.848440794984
5,2013,805,1,1,0,False,False,False,7514.589714465272
5,2013,862,1,0,1,False,False,False,6806.443345238096
3,2013,1139,1,1,0,False,False,False,9498.57537934288
3,2013,307,1,1,0,False,False,False,3514.3641666666667
3,2015,775,1,1,0,False,False,False,7903.440498640249
2,2013,909,1,1,0,False,False,False,8611.15351541745
3,2013,710,1,1,0,False,False,False,6865.906294926003
7,2015,0,0,0,0,False,False,False,0.0
2,2015,1108,1,1,1,False,False,False,11679.081111111112
6,2014,1011,1,0,0,False,False,False,8046.311460418665
7,2015,0,0,0,0,False,False,False,0.0
2,2013,552,1,1,0,False,False,False,6107.123137321012
5,2013,571,1,0,0,False,False,False,4819.2450753183375
4,2013,631,1,1,0,False,False,False,5982.378452302426
7,2013,0,0,0,0,False,False,False,0.0
2,2014,669,1,1,0,False,False,False,8051.331392679003
2,2013,0,0,0,0,False,False,False,0.0
3,2014,904,1,1,0,False,False,False,8274.084863100137
3,2014,538,1,1,1,False,False,False,5090.291666666666
5,2013,342,1,0,0,False,False,False,3184.595190476191
3,2014,479,1,0,0,False,False,False,4299.3142825230325
2,2013,772,1,1,0,False,False,False,7610.486168204345
2,2014,1124,1,1,0,False,False,False,10964.803637196133
1,2013,334,1,1,1,False,False,False,4463.341607142858
7,2015,0,0,0,0,False,False,False,0.0
5,2015,595,1,0,1,False,False,False,5472.078366946777
1,2015,1306,1,1,0,False,False,False,12345.725059523804
1,2013,665,1,0,1,False,False,False,6207.357857142857
4,2013,635,1,0,0,False,False,False,5513.425664372934
7,2015,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
1,2014,375,1,0,0,False,False,False,3219.06151984127
7,2013,0,0,0,0,False,False,False,0.0
5,2013,1481,1,1,0,False,False,False,11739.428
3,2013,712,1,0,0,False,False,False,5151.233998768775
2,2013,523,1,1,0,False,False,False,5829.004653283377
5,2014,453,1,1,1,False,False,False,5361.42175
5,2013,805,1,0,0,False,False,False,6432.271023809523
3,2014,940,1,1,0,False,False,False,7490.187451479076
5,2014,641,1,0,0,False,False,False,5856.296039871023
7,2014,0,0,0,0,False,False,False,0.0
5,2014,1235,1,0,0,False,False,False,9320.478666666668
3,2015,408,1,0,0,False,False,False,4188.477612934537
2,2013,469,1,0,0,False,False,False,4254.776978790494
1,2013,995,1,1,0,False,False,False,9386.941787985177
5,2013,538,1,0,1,False,False,False,6285.322207505945
6,2014,658,1,0,0,False,False,False,6220.2211553125235
7,2014,0,0,0,0,False,False,False,0.0
1,2014,1754,1,1,0,False,False,False,16190.533333333335
7,2013,0,0,0,0,False,False,False,0.0
3,2015,1025,1,1,0,False,False,False,9653.623886613386
7,2015,0,0,0,0,False,False,False,0.0
3,2015,929,1,1,0,False,False,False,7569.1850476190475
1,2015,853,1,1,0,False,False,False,8657.40729761905
4,2015,550,1,1,0,False,False,False,5966.831792714312
3,2015,1885,1,1,0,False,False,False,17086.0
5,2015,862,1,1,1,False,False,False,9799.867512820514
6,2015,765,1,0,0,False,False,False,7650.551201406865
1,2014,674,1,0,0,False,False,False,6318.830961900845
2,2013,615,1,0,0,False,False,False,5259.317185425686
1,2013,791,1,0,0,False,False,False,6095.956059832322
2,2013,421,1,1,0,False,False,False,5378.22054459962
5,2013,875,1,1,0,False,False,False,8999.021035714286
7,2013,0,0,0,0,False,False,False,0.0
3,2014,1738,1,1,0,False,False,False,12951.766000000001
6,2013,796,1,0,0,False,False,False,7175.697883620388
5,2013,750,1,1,0,False,False,False,7497.494582368614
1,2015,432,1,1,0,False,False,False,4576.839285714286
2,2014,724,1,1,1,False,False,False,7407.518122710625
7,2014,0,0,0,0,False,False,False,0.0
5,2014,355,1,1,0,False,False,False,4514.796666666667
3,2014,866,1,1,0,False,False,False,8339.281550358368
2,2015,514,1,1,0,False,False,False,6782.529541042291
2,2014,757,1,1,1,False,False,False,9493.353
1,2013,841,1,1,0,False,False,False,10345.213012043509
2,2015,1013,1,1,0,False,False,False,10146.144789682538
2,2013,715,1,1,0,False,False,False,6902.776064588403
3,2013,817,1,0,0,False,False,False,5831.624701465201
1,2015,661,1,0,0,False,False,False,6226.029370879122
7,2014,4652,1,0,0,False,False,False,29605.77
2,2015,902,1,0,1,False,False,False,8086.057833333333
2,2014,555,1,0,0,False,False,False,5206.602910418799
3,2014,436,1,1,0,False,False,False,4749.038898268397
2,2013,312,1,0,0,False,False,False,3880.3762658730147
2,2013,815,1,0,0,False,False,False,5673.032824675327
1,2013,647,1,1,0,False,False,False,7259.876039321791
2,2013,1233,1,0,0,False,False,False,8353.338166666668
7,2013,0,0,0,0,False,False,False,0.0
3,2014,651,1,1,0,False,False,False,6660.650506143318
6,2013,641,1,0,0,False,False,False,6041.512621746192
2,2013,655,1,0,1,False,False,False,5581.085579365079
4,2014,450,1,0,0,False,False,False,4153.784165552409
3,2015,637,1,0,1,False,False,False,8224.949464285713
1,2014,0,0,0,0,True,False,False,0.0
4,2014,1593,1,1,0,False,False,False,11562.86
4,2014,1262,1,1,0,False,False,False,10717.386761904761
3,2013,688,1,1,1,False,False,False,7337.230833333332
1,2013,1624,1,1,1,False,False,False,15341.446833333332
7,2013,0,0,0,0,False,False,False,0.0
3,2015,1311,1,0,1,False,False,False,10049.0
7,2014,0,0,0,0,False,False,False,0.0
3,2014,1200,1,1,0,False,False,False,9914.290227106227
4,2015,0,0,0,1,True,False,False,0.0
3,2013,475,1,1,0,False,False,False,5422.79601484753
7,2013,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
2,2014,783,1,1,0,False,False,False,7718.121162628219
2,2014,592,1,0,0,False,False,False,5316.005463451649
2,2014,515,1,1,0,False,False,False,6167.789484848485
5,2015,1304,1,1,0,False,False,False,10581.847380952378
6,2014,857,1,0,0,False,False,False,7641.0159668860515
2,2014,688,1,1,0,False,False,False,8485.926681049341
1,2015,437,1,1,1,False,False,False,7330.300999999999
1,2014,534,1,0,0,False,False,False,4841.184370462869
4,2015,802,1,1,0,False,False,False,8915.558756493507
6,2013,348,1,0,0,False,False,False,3300.736308033713
1,2013,0,0,0,1,False,True,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
1,2013,704,1,1,1,False,False,False,7804.768958541457
1,2014,547,1,0,0,False,False,False,5028.806369796868
1,2013,912,1,0,0,False,False,False,6885.075849206348
4,2015,590,1,1,1,False,False,False,5253.727264069265
7,2015,0,0,0,0,False,False,False,0.0
3,2014,734,1,1,0,False,False,False,7668.242053014176
6,2014,437,1,0,0,False,False,False,4198.324787100772
4,2014,405,1,1,0,False,False,False,4456.847572871572
4,2014,0,0,0,1,False,False,True,0.0
2,2015,635,1,1,0,False,False,False,6769.4846121090495
6,2015,405,1,0,0,False,False,False,4045.634307636592
7,2013,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
2,2014,917,1,1,0,False,False,False,8653.64747691198
3,2013,388,1,0,0,False,False,False,3894.5295909090905
3,2014,1011,1,1,1,False,False,False,10194.273690476191
5,2013,886,1,0,1,False,False,False,6948.0605753968275
3,2013,852,1,0,0,False,False,False,6532.829881313131
6,2015,601,1,0,0,False,False,False,5969.778791729632
4,2013,517,1,1,0,False,False,False,5698.020208386052
1,2014,453,1,0,0,False,False,False,4407.083241839882
1,2014,789,1,0,1,False,False,False,5894.230904761903
7,2014,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,1,False,False,False,0.0
7,2014,0,0,0,0,False,False,False,0.0
4,2014,418,1,1,0,False,False,False,4648.466319194695
1,2014,509,1,0,0,False,False,False,4601.218727786103
4,2013,1612,1,0,0,False,False,False,12369.921015873017
5,2014,551,1,1,0,False,False,False,5533.726144656627
7,2013,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
7,2015,432,1,0,0,False,False,False,4263.712951317794
1,2014,622,1,1,0,False,False,False,8036.12350030525
6,2013,733,1,0,0,False,False,False,6661.677449728915
3,2015,627,1,0,0,False,False,False,6672.535857142857
2,2014,970,1,0,0,False,False,False,7594.619166666666
3,2014,620,1,0,0,False,False,False,5268.523838411587
5,2014,633,1,1,0,False,False,False,6778.078809148166
7,2014,0,0,0,1,False,False,False,0.0
5,2013,795,1,0,0,False,False,False,7431.7979715007195
5,2014,780,1,1,1,False,False,False,7340.965829365081
6,2014,669,1,0,0,False,False,False,7112.981768395968
7,2015,0,0,0,0,False,False,False,0.0
2,2013,704,1,1,0,False,False,False,7050.162535289453
3,2014,519,1,0,0,False,False,False,4752.153146117771
6,2014,551,1,0,0,False,False,False,5334.243065229668
3,2015,805,1,1,0,False,False,False,8590.54315809191
1,2013,367,1,0,1,False,False,False,3955.7810862193355
2,2015,598,1,1,1,False,False,False,6980.342976190479
4,2014,576,1,0,1,False,False,False,5046.209458513708
5,2014,948,1,1,0,False,False,False,7886.95263095238
2,2014,1155,1,1,0,False,False,False,10777.7314520202
3,2013,962,1,1,0,False,False,False,9010.467398274928
5,2013,725,1,0,1,False,False,False,7764.5295606893105
4,2014,1076,1,0,1,False,False,False,8525.321
3,2015,664,1,0,0,False,False,False,5866.827941197691
5,2014,649,1,0,0,False,False,False,6025.731124061604
7,2014,0,0,0,0,False,False,False,0.0
6,2014,457,1,0,0,False,False,False,4338.060709531989
4,2015,0,0,0,0,True,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
4,2013,735,1,1,1,False,False,False,7890.476706349206
6,2013,542,1,0,0,False,False,False,5405.755906581975
7,2014,0,0,0,0,False,False,False,0.0
5,2013,818,1,1,1,False,False,False,7617.594119047618
4,2013,348,1,1,0,False,False,False,4006.2898512598513
2,2013,525,1,0,0,False,False,False,4701.340879117846
7,2015,0,0,0,0,False,False,False,0.0
1,2015,736,1,1,0,False,False,False,7783.303579365079
3,2013,339,1,0,0,False,False,False,3806.338036796537
3,2014,674,1,1,0,False,False,False,7402.140895969784
4,2014,710,1,1,0,False,False,False,6586.326134972648
1,2013,389,1,0,0,False,False,False,3685.49270842698
7,2013,0,0,0,0,False,False,False,0.0
2,2015,480,1,1,0,False,False,False,5987.291342887504
6,2013,380,1,0,0,False,False,False,3483.4133420583744
4,2015,816,1,0,0,False,False,False,7145.633428571428
4,2014,375,1,1,0,False,False,False,3784.7062380952384
4,2015,512,1,0,0,False,False,False,4517.029958159531
4,2014,1589,1,1,1,False,False,False,11849.953285714284
7,2015,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
4,2013,444,1,0,1,False,False,False,4432.902678571427
4,2014,930,1,0,1,False,False,False,11760.036166666667
7,2014,0,0,0,0,False,False,False,0.0
1,2015,318,1,0,0,False,False,False,3298.1962857142853
6,2014,399,1,0,0,False,False,False,3592.680296520443
4,2013,925,1,0,1,False,False,False,7588.768499999998
5,2014,797,1,1,1,False,False,False,7615.480904761903
1,2014,1974,1,0,1,False,False,False,12765.59
5,2013,857,1,1,0,False,False,False,7932.524166666665
6,2015,442,1,0,0,False,False,False,4423.545993156792
5,2013,905,1,1,0,False,False,False,8794.150548165113
4,2015,1209,1,1,0,False,False,False,10566.959119047619
5,2015,480,1,1,0,False,False,False,5750.297632048677
2,2014,368,1,0,0,False,False,False,3546.0374007936502
4,2013,869,1,1,1,False,False,False,9457.017988095236
5,2013,926,1,1,1,False,False,False,7967.119361111111
7,2014,0,0,0,0,False,False,False,0.0
4,2014,765,1,0,0,False,False,False,5498.430656565657
4,2013,633,1,0,0,False,False,False,4475.693999999999
2,2015,626,1,1,1,False,False,False,5042.873142857143
5,2014,693,1,1,0,False,False,False,7208.453192377887
6,2014,743,1,0,0,False,False,False,6959.08965682826
5,2015,980,1,1,0,False,False,False,8882.715345238092
4,2015,625,1,1,1,False,False,False,5895.423063852812
5,2013,548,1,0,0,False,False,False,5358.740655203629
1,2013,937,1,1,0,False,False,False,11171.969477539616
5,2015,933,1,1,0,False,False,False,8926.91123809524
1,2014,638,1,1,0,False,False,False,6773.832647370672
7,2015,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
4,2013,449,1,1,0,False,False,False,5150.221613497614
5,2014,455,1,0,0,False,False,False,4654.673639332887
2,2015,1103,1,1,1,False,False,False,11775.8505
7,2015,0,0,0,0,False,False,False,0.0
7,2014,0,0,0,0,False,False,False,0.0
6,2014,460,1,0,0,False,False,False,4204.278135321138
7,2015,0,0,0,0,False,False,False,0.0
1,2015,666,1,0,0,False,False,False,6371.63538924964
1,2013,811,1,1,0,False,False,False,8670.578204377494
6,2015,916,1,0,0,False,False,False,8196.664695720947
6,2015,619,1,0,0,False,False,False,6237.892182986513
6,2015,1129,1,0,0,False,False,False,10012.171465728716
5,2013,648,1,0,1,False,False,False,5473.320940476191
4,2014,707,1,1,0,False,False,False,7277.459820166761
7,2014,0,0,0,0,False,False,False,0.0
3,2014,440,1,0,0,False,False,False,4358.119622588668
6,2014,641,1,0,0,False,False,False,6286.246127688745
5,2013,1017,1,0,0,False,False,False,7783.822144688645
7,2013,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
7,2015,0,0,0,0,False,False,False,0.0
6,2013,620,1,0,0,False,False,False,5619.710765078085
3,2014,635,1,1,1,False,False,False,6985.20877297702
2,2013,1429,1,1,0,False,False,False,12203.827992063492
6,2013,379,1,0,0,False,False,False,3544.2432138090708
4,2013,825,1,0,0,False,False,False,7328.093887445888
2,2014,548,1,1,0,False,False,False,6305.103729575939
3,2015,569,1,0,0,False,False,False,6798.660896825395
2,2013,788,1,0,0,False,False,False,6588.528589521593
7,2013,0,0,0,0,False,False,False,0.0
3,2015,694,1,0,0,False,False,False,6273.491142485782
4,2014,545,1,0,0,False,False,False,4485.135214093078
2,2013,755,1,0,0,False,False,False,5766.3516666666665
7,2013,0,0,0,0,False,False,False,0.0
2,2013,459,1,0,0,False,False,False,4398.114928571427
4,2013,898,1,0,0,False,False,False,6976.948738095238
5,2015,692,1,1,1,False,False,False,7171.907357142856
4,2014,558,1,1,0,False,False,False,5797.18704466743
2,2013,831,1,1,0,False,False,False,8592.053164964938
1,2015,843,1,0,0,False,False,False,6994.511138888887
6,2014,426,1,0,0,False,False,False,4037.1741263352974
4,2014,1168,1,1,0,False,False,False,10626.98166666667
4,2015,472,1,0,0,False,False,False,4960.67982972583
2,2013,585,1,1,0,False,False,False,6275.416974101485
6,2013,479,1,0,0,False,False,False,4678.116427880088
7,2014,0,0,0,0,False,False,False,0.0
5,2014,624,1,0,0,False,False,False,5642.648670616665
2,2014,962,1,1,0,False,False,False,9602.500084514557
2,2013,609,1,1,0,False,False,False,6861.3221910349685
6,2014,757,1,0,0,False,False,False,7438.442645388494
7,2013,0,0,0,0,False,False,False,0.0
5,2013,635,1,0,0,False,False,False,5844.40785840314
1,2013,298,1,1,1,False,False,False,3281.5200000000004
4,2014,1188,1,0,1,False,False,False,8829.4
3,2014,711,1,0,0,False,False,False,6218.930334561637
6,2014,797,1,0,0,False,False,False,7555.2936032591015
2,2013,2190,1,1,0,False,False,False,19863.065
5,2014,459,1,0,0,False,False,False,4725.945609279608
5,2013,527,1,0,0,False,False,False,5548.723967410846
2,2013,1574,1,0,0,False,False,False,11086.410999999998
3,2013,1283,1,1,0,False,False,False,9869.045404761902
7,2013,0,0,0,0,False,False,False,0.0
2,2013,426,1,0,1,False,False,False,4212.447875464403
7,2014,0,0,0,0,False,False,False,0.0
4,2013,681,1,0,0,False,False,False,5990.909257159507
6,2015,383,1,0,0,False,False,False,3732.487533700716
2,2015,833,1,0,0,False,False,False,7007.468488095237
4,2013,1237,1,1,0,False,False,False,10192.717166666667
5,2014,697,1,1,0,False,False,False,7541.883261904762
7,2013,0,0,0,0,False,False,False,0.0
2,2014,477,1,0,1,False,False,False,4023.761094499951
3,2014,1048,1,1,0,False,False,False,8521.461800925383
1,2013,740,1,0,0,False,False,False,5683.565559523809
6,2014,832,1,0,0,False,False,False,7517.094028670503
4,2013,301,1,0,0,False,False,False,3281.9570793650796
2,2015,1050,1,1,0,False,False,False,11454.941511904757
6,2014,942,1,0,0,False,False,False,7404.39279151365
3,2013,868,1,0,0,False,False,False,7254.335476190477
2,2014,579,1,0,0,False,False,False,5264.3324964659105
5,2014,338,1,0,0,False,False,False,3068.632964285714
1,2013,920,1,1,0,False,False,False,8338.863403013655
1,2013,903,1,1,0,False,False,False,8979.227594553273
5,2015,647,1,1,0,False,False,False,6654.230204129204
6,2013,389,1,0,0,False,False,False,3696.3332488146257
6,2013,1071,1,0,0,False,False,False,9479.386773809525
1,2015,876,1,1,1,False,False,False,9001.23357900433
1,2013,930,1,0,1,False,False,False,6617.701464285714
6,2014,727,1,0,0,False,False,False,6862.026650244427
1,2015,576,1,1,1,False,False,False,7832.634761904762
2,2013,701,1,0,1,False,False,False,6748.751515873017
1,2014,848,1,1,0,False,False,False,8459.016512701834
1,2015,438,1,0,0,False,False,False,4657.912632756132
1,2013,850,1,0,0,False,False,False,6738.779869696321
7,2015,0,0,0,0,False,False,False,0.0
5,2014,848,1,1,0,False,False,False,7600.031331755102
3,2013,559,1,1,0,False,False,False,5849.296725116385
7,2014,0,0,0,0,False,False,False,0.0
3,2015,589,1,1,0,False,False,False,6377.97167099567
5,2014,990,1,1,1,False,False,False,8977.216
7,2013,0,0,0,0,False,False,False,0.0
4,2014,656,1,0,1,False,False,False,5769.223011904764
3,2013,1097,1,1,0,False,False,False,8790.758666666667
6,2014,261,1,0,0,False,False,False,2346.2115884260215
6,2015,1000,1,0,0,False,False,False,8009.107738677986
6,2014,630,1,0,0,False,False,False,6078.088497833799
3,2014,889,1,1,0,False,False,False,9454.047638098365
3,2013,780,1,0,0,False,False,False,6097.292921911421
3,2014,677,1,0,0,False,False,False,5416.357750360753
7,2015,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
5,2015,583,1,0,0,False,False,False,6241.838482711734
4,2015,669,1,1,0,False,False,False,7579.395408730159
1,2013,836,1,0,0,False,False,False,5521.535261904762
2,2015,574,1,1,0,False,False,False,7383.813142857147
3,2013,517,1,0,0,False,False,False,4902.317726556326
2,2014,839,1,0,1,False,False,False,6415.258916666666
6,2015,1524,1,0,0,False,False,False,12973.79
3,2013,497,1,1,0,False,False,False,5022.470600627181
3,2014,211,1,0,0,False,False,False,2369.84225
5,2014,678,1,1,0,False,False,False,6553.156105747819
4,2013,1077,1,1,0,False,False,False,9412.055305555556
2,2013,701,1,1,1,False,False,False,6061.899386428114
7,2013,0,0,0,0,False,False,False,0.0
6,2014,877,1,0,0,False,False,False,7844.322990218683
3,2014,780,1,0,0,False,False,False,6811.401804473302
6,2015,269,1,0,0,False,False,False,2425.236428171502
6,2014,712,1,0,0,False,False,False,6988.264027123405
2,2015,539,1,0,0,False,False,False,5049.090347309519
7,2014,0,0,0,0,False,False,False,0.0
5,2013,375,1,1,1,False,False,False,3429.9338809523815
3,2013,759,1,1,0,False,False,False,6916.779634146973
1,2013,1196,1,1,0,False,False,False,12652.390408730158
3,2015,725,1,1,0,False,False,False,7339.155015456768
7,2015,0,0,0,0,False,False,False,0.0
1,2013,699,1,0,1,False,False,False,6085.437853174604
1,2014,732,1,0,0,False,False,False,5689.517809077061
1,2013,1109,1,1,1,False,False,False,12401.420792568542
2,2015,641,1,0,0,False,False,False,5651.868001895121
5,2013,712,1,0,0,False,False,False,6655.182005383505
1,2015,667,1,1,0,False,False,False,8096.813204184701
3,2014,864,1,0,1,False,False,False,6631.022285714285
7,2014,0,0,0,0,False,False,False,0.0
1,2014,357,1,0,0,False,False,False,3829.459940221543
5,2014,1062,1,1,0,False,False,False,10630.744154761904
3,2014,421,1,1,0,False,False,False,4108.658365384615
4,2014,1468,1,1,0,False,False,False,12100.058666666668
5,2015,410,1,1,0,False,False,False,5036.1611315490045
6,2013,1347,1,0,0,False,False,False,10045.47095238095
4,2014,929,1,0,0,False,False,False,6685.962094877346
2,2013,871,1,1,0,False,False,False,8152.6662116812895
7,2013,0,0,0,0,False,False,False,0.0
6,2013,657,1,0,0,False,False,False,6306.541619994776
4,2013,566,1,1,0,False,False,False,5412.224808308246
6,2014,403,1,0,0,False,False,False,3854.284270447688
6,2014,0,0,0,0,False,False,False,0.0
7,2014,0,0,0,0,False,False,False,0.0
3,2014,2833,1,1,0,False,False,False,16430.646666666664
5,2015,533,1,0,1,False,False,False,5779.8338826723675
2,2014,383,1,0,0,False,False,False,3904.56487019427
4,2014,616,1,1,0,False,False,False,6085.277967326789
1,2013,626,1,0,0,False,False,False,5571.497277360711
7,2013,0,0,0,0,False,False,False,0.0
7,2013,0,0,0,0,False,False,False,0.0
4,2015,618,1,1,0,False,False,False,6799.210378555183
5,2015,1031,1,0,0,False,False,False,7681.969166666666
5,2014,644,1,1,1,False,False,False,6171.838785714286
7,2014,0,0,0,0,False,False,False,0.0
1,2013,751,1,0,0,False,False,False,5732.803620851371
2,2014,603,1,0,0,False,False,False,4846.840802927629
7,2014,215,1,0,0,False,False,False,2057.140634199134
3,2013,866,1,1,0,False,False,False,7674.6032609809745
1,2014,1311,1,1,0,False,False,False,12465.027734126981
1,2014,448,1,0,0,False,False,False,4249.4856618008525
6,2014,533,1,0,0,False,False,False,5100.830513362296
4,2014,903,1,1,0,False,False,False,8012.404771635113
1,2015,799,1,0,0,False,False,False,7029.218557359309
5,2013,0,0,0,0,True,False,False,0.0
4,2013,771,1,1,0,False,False,False,8716.166790157213
5,2013,754,1,0,1,False,False,False,6993.4243333333325
6,2014,500,1,0,0,False,False,False,4866.66013445524
6,2014,689,1,0,0,False,False,False,6235.156320796556
3,2013,1108,1,1,0,False,False,False,9371.072904761908
6,2015,545,1,0,0,False,False,False,5904.247152519716
7,2015,0,0,0,0,False,False,False,0.0
5,2015,619,1,1,0,False,False,False,6836.49073080029
6,2013,731,1,0,0,False,False,False,6258.867822064753
2,2013,909,1,0,1,False,False,False,7064.627396825396
6,2014,634,1,0,0,False,False,False,6018.472606093504
4,2013,651,1,0,0,False,False,False,5412.050174131107
6,2015,466,1,0,0,False,False,False,4823.781963446732
5,2014,873,1,1,0,False,False,False,8373.82691883117
3,2014,707,1,1,0,False,False,False,7415.443112285375
6,2014,640,1,0,0,False,False,False,6138.281132385841
7,2015,0,0,0,0,False,False,False,0.0
5,2014,578,1,0,0,False,False,False,5119.717164572784
6,2015,117,1,0,0,False,False,False,1058.3441666666665
3,2014,1249,1,1,0,False,False,False,10527.816166666667
2,2013,378,1,1,0,False,False,False,4802.30973043623
6,2013,330,1,0,0,False,False,False,3014.7565241932407
5,2013,1680,1,1,0,False,False,False,14175.85
2,2015,642,1,1,0,False,False,False,7085.458107886997
1,2013,1342,1,0,1,False,False,False,11828.54957142857
3,2015,553,1,0,0,False,False,False,5418.336548063048
6,2015,1177,1,0,0,False,False,False,10060.323214285714
2,2013,732,1,0,0,False,False,False,5718.820253569957
2,2015,773,1,0,0,False,False,False,5762.002238095239
1,2014,378,1,0,1,False,False,False,3525.0820357142843
4,2014,757,1,0,1,False,False,False,6629.292166666668
7,2015,0,0,0,0,False,False,False,0.0
4,2013,571,1,1,0,False,False,False,5810.443655901023
6,2014,554,1,0,0,False,False,False,5278.825777463253
7,2015,0,0,0,0,False,False,False,0.0
3,2014,814,1,1,0,False,False,False,8036.8377979659235
5,2013,469,1,0,0,False,False,False,4497.522053741411
4,2015,0,0,1,0,True,False,False,0.0
5,2014,634,1,0,0,False,False,False,5480.306136293316
4,2013,539,1,0,1,False,False,False,4793.398721971655
7,2013,0,0,0,0,False,False,False,0.0
6,2013,579,1,0,0,False,False,False,5942.892050795291
5,2014,845,1,1,0,False,False,False,7541.576350134723
1,2014,710,1,1,0,False,False,False,8495.249519864818
4,2013,446,1,1,0,False,False,False,5030.294716921968
3,2015,415,1,0,1,False,False,False,3388.239083943834
2,2015,721,1,1,0,False,False,False,7658.437518842613
2,2014,576,1,0,0,False,False,False,4948.149148979273
3,2014,575,1,0,0,False,False,False,5606.916362458404
3,2015,983,1,0,0,False,False,False,9386.195416666666
2,2013,1767,1,1,0,False,False,False,16138.966
3,2015,474,1,1,0,False,False,False,6131.26624603175
2,2015,730,1,1,0,False,False,False,7005.5600595238075
1,2015,186,1,0,0,False,False,False,1742.8506666666665
4,2014,654,1,0,0,False,False,False,5291.803004145763
3,2014,1259,1,0,0,False,False,False,10503.782666666666
5,2015,0,0,1,0,True,False,False,0.0
4,2013,0,0,0,1,False,False,True,0.0
6,2015,1239,1,0,0,False,False,False,9837.8175
3,2013,538,1,1,1,False,False,False,6051.43569047619
6,2014,777,1,0,0,False,False,False,7301.873771852022
1,2014,888,1,0,0,False,False,False,7217.342097041848
1,2014,981,1,1,0,False,False,False,11177.553488536149
5,2013,850,1,1,0,False,False,False,8348.960728225225
3,2014,650,1,1,1,False,False,False,6274.714058663559
4,2014,443,1,0,0,False,False,False,4683.593815403315
3,2013,381,1,0,1,False,False,False,3727.3035476190494
7,2014,0,0,0,0,False,False,False,0.0
5,2013,767,1,0,0,False,False,False,6402.433850004526
5,2014,1002,1,1,0,False,False,False,8782.048749639252
